8.000000000000000000e+01,-6.199999999999999956e-01,-1.189000000000000057e+00,5.649999999999999467e-01
8.200000000000000000e+01,-6.139999999999999902e-01,-1.060999999999999943e+00,7.670000000000000151e-01
8.300000000000000000e+01,-7.179999999999999716e-01,-9.849999999999999867e-01,1.439999999999999891e-01
8.600000000000000000e+01,2.159999999999999976e-01,-9.679999999999999716e-01,8.629999999999999893e-01
9.200000000000000000e+01,4.939999999999999947e-01,-5.440000000000000391e-01,8.940000000000000169e-01
9.100000000000000000e+01,6.109999999999999876e-01,-9.280000000000000471e-01,8.820000000000000062e-01
8.000000000000000000e+01,4.909999999999999920e-01,-4.179999999999999827e-01,7.900000000000000355e-01
7.200000000000000000e+01,4.959999999999999964e-01,-5.679999999999999494e-01,8.339999999999999636e-01
8.800000000000000000e+01,5.719999999999999529e-01,1.690000000000000113e-01,1.056999999999999940e+00
9.100000000000000000e+01,7.289999999999999813e-01,6.199999999999999956e-01,8.679999999999999938e-01
9.400000000000000000e+01,7.359999999999999876e-01,5.170000000000000151e-01,9.709999999999999742e-01
9.800000000000000000e+01,7.820000000000000284e-01,5.959999999999999742e-01,9.729999999999999760e-01
9.600000000000000000e+01,7.750000000000000222e-01,5.969999999999999751e-01,1.155000000000000027e+00
9.300000000000000000e+01,7.590000000000000080e-01,5.999999999999999778e-01,1.358000000000000096e+00
8.400000000000000000e+01,7.419999999999999929e-01,3.519999999999999796e-01,1.016999999999999904e+00
6.000000000000000000e+01,7.950000000000000400e-01,-8.179999999999999494e-01,1.687000000000000055e+00
4.200000000000000000e+01,-4.570000000000000173e-01,-9.459999999999999520e-01,9.719999999999999751e-01
5.900000000000000000e+01,-5.909999999999999698e-01,-1.131999999999999895e+00,9.579999999999999627e-01
6.400000000000000000e+01,6.380000000000000115e-01,-1.580999999999999961e+00,1.235999999999999988e+00
4.700000000000000000e+01,-4.759999999999999787e-01,-9.549999999999999600e-01,9.779999999999999805e-01
9.000000000000000000e+01,5.769999999999999574e-01,-6.460000000000000187e-01,1.276000000000000023e+00
8.800000000000000000e+01,7.249999999999999778e-01,3.059999999999999942e-01,1.094000000000000083e+00
9.700000000000000000e+01,8.199999999999999512e-01,5.689999999999999503e-01,1.008000000000000007e+00
