8.500000000000000000e+01,9.580800000000000693e+01,7.943399999999999750e+01,1.278040000000000020e+02
8.600000000000000000e+01,9.674099999999999966e+01,8.062600000000000477e+01,1.161329999999999956e+02
7.100000000000000000e+01,1.206530000000000058e+02,4.724600000000000222e+01,3.150459999999999923e+02
5.300000000000000000e+01,1.674240000000000066e+02,6.469100000000000250e+01,4.809379999999999882e+02
5.800000000000000000e+01,1.551659999999999968e+02,5.592099999999999937e+01,9.833980000000000246e+02
7.500000000000000000e+01,1.158430000000000035e+02,9.291700000000000159e+01,2.635129999999999768e+02
5.800000000000000000e+01,1.494089999999999918e+02,9.686899999999999977e+01,4.237730000000000246e+02
6.900000000000000000e+01,1.272229999999999990e+02,8.362099999999999511e+01,2.210269999999999868e+02
5.800000000000000000e+01,1.517880000000000109e+02,6.765000000000000568e+01,3.108319999999999936e+02
4.600000000000000000e+01,1.905629999999999882e+02,3.388900000000000290e+01,4.923240000000000123e+02
3.400000000000000000e+01,2.660670000000000073e+02,1.282820000000000107e+02,8.955019999999999527e+02
3.900000000000000000e+01,2.327239999999999895e+02,1.109899999999999949e+02,5.673690000000000282e+02
3.500000000000000000e+01,2.641890000000000214e+02,6.690200000000000102e+01,7.826159999999999854e+02
3.100000000000000000e+01,2.962610000000000241e+02,8.375000000000000000e+01,9.109909999999999854e+02
3.000000000000000000e+01,3.185059999999999718e+02,7.260500000000000398e+01,9.903390000000000555e+02
5.500000000000000000e+01,1.637510000000000048e+02,5.558200000000000074e+01,9.629940000000000282e+02
1.730000000000000000e+02,4.935499999999999687e+01,2.277499999999999858e+01,4.750289999999999964e+02
5.600000000000000000e+01,1.621469999999999914e+02,6.435599999999999454e+01,9.473179999999999836e+02
3.500000000000000000e+01,2.471850000000000023e+02,8.213800000000000523e+01,9.684020000000000437e+02
1.200000000000000000e+01,8.632169999999999845e+02,4.489870000000000232e+02,9.616879999999999882e+02
2.800000000000000000e+01,3.246630000000000109e+02,1.721239999999999952e+02,7.495380000000000109e+02
2.500000000000000000e+01,3.651229999999999905e+02,1.641930000000000121e+02,9.677100000000000364e+02
3.300000000000000000e+01,2.679359999999999786e+02,1.643739999999999952e+02,5.491369999999999436e+02
3.100000000000000000e+01,3.027119999999999891e+02,1.129389999999999930e+02,9.720950000000000273e+02
2.300000000000000000e+01,4.057509999999999764e+02,1.414449999999999932e+02,9.831760000000000446e+02
2.600000000000000000e+01,3.554879999999999995e+02,1.376440000000000055e+02,9.655370000000000346e+02
3.500000000000000000e+01,2.594560000000000173e+02,1.111479999999999961e+02,7.284180000000000064e+02
2.700000000000000000e+01,3.418720000000000141e+02,5.523299999999999699e+01,9.734230000000000018e+02
3.100000000000000000e+01,2.950520000000000209e+02,5.871900000000000119e+01,9.798110000000000355e+02
4.900000000000000000e+01,1.884819999999999993e+02,4.503300000000000125e+01,9.737640000000000100e+02
3.200000000000000000e+01,2.724399999999999977e+02,4.423499999999999943e+01,9.700779999999999745e+02
3.100000000000000000e+01,2.988159999999999741e+02,6.152600000000000335e+01,9.619450000000000500e+02
3.600000000000000000e+01,2.614060000000000059e+02,6.314200000000000301e+01,9.745259999999999536e+02
2.200000000000000000e+01,3.875299999999999727e+02,3.375699999999999790e+01,8.617709999999999582e+02
2.300000000000000000e+01,4.132389999999999759e+02,6.353099999999999881e+01,9.715480000000000018e+02
2.900000000000000000e+01,3.323890000000000100e+02,1.278520000000000039e+02,9.765769999999999982e+02
3.700000000000000000e+01,2.318029999999999973e+02,1.422709999999999866e+02,7.929120000000000346e+02
2.400000000000000000e+01,3.957330000000000041e+02,8.000300000000000011e+01,9.446250000000000000e+02
3.200000000000000000e+01,2.849820000000000277e+02,7.701099999999999568e+01,9.590349999999999682e+02
3.200000000000000000e+01,2.942520000000000095e+02,6.422299999999999898e+01,9.818310000000000173e+02
5.200000000000000000e+01,1.735339999999999918e+02,3.750999999999999801e+01,9.893830000000000382e+02
5.900000000000000000e+01,1.507750000000000057e+02,4.527199999999999847e+01,7.118110000000000355e+02
3.900000000000000000e+01,2.324000000000000057e+02,5.695499999999999829e+01,6.679610000000000127e+02
3.600000000000000000e+01,2.489039999999999964e+02,8.052200000000000557e+01,8.131159999999999854e+02
3.300000000000000000e+01,2.629320000000000164e+02,1.057650000000000006e+02,7.168039999999999736e+02
3.300000000000000000e+01,2.891909999999999741e+02,6.588200000000000500e+01,9.639489999999999554e+02
3.800000000000000000e+01,2.343000000000000114e+02,7.544400000000000261e+01,9.668690000000000282e+02
