1.010000000000000000e+02,-3.019999999999999907e-01,-1.026000000000000023e+00,2.270000000000000073e-01
9.900000000000000000e+01,-3.220000000000000084e-01,-1.106000000000000094e+00,6.830000000000000515e-01
9.000000000000000000e+01,-4.979999999999999982e-01,-1.201999999999999957e+00,2.039999999999999869e-01
7.000000000000000000e+01,-5.190000000000000169e-01,-1.072999999999999954e+00,1.127000000000000002e+00
7.200000000000000000e+01,-4.739999999999999769e-01,-9.879999999999999893e-01,1.572000000000000064e+00
6.400000000000000000e+01,1.179999999999999938e-01,-8.719999999999999973e-01,1.084000000000000075e+00
7.200000000000000000e+01,4.739999999999999769e-01,-7.289999999999999813e-01,7.279999999999999805e-01
7.500000000000000000e+01,4.520000000000000129e-01,-7.550000000000000044e-01,9.270000000000000462e-01
7.800000000000000000e+01,4.680000000000000271e-01,-7.950000000000000400e-01,8.980000000000000204e-01
7.000000000000000000e+01,7.469999999999999973e-01,2.869999999999999774e-01,1.725999999999999979e+00
8.200000000000000000e+01,6.560000000000000275e-01,-7.680000000000000160e-01,9.409999999999999476e-01
9.000000000000000000e+01,8.050000000000000488e-01,-5.669999999999999485e-01,9.829999999999999849e-01
9.200000000000000000e+01,8.169999999999999485e-01,6.750000000000000444e-01,1.044999999999999929e+00
9.900000000000000000e+01,7.419999999999999929e-01,5.769999999999999574e-01,8.820000000000000062e-01
9.200000000000000000e+01,7.850000000000000311e-01,5.979999999999999760e-01,1.209999999999999964e+00
8.800000000000000000e+01,7.820000000000000284e-01,6.450000000000000178e-01,1.122000000000000108e+00
8.600000000000000000e+01,7.750000000000000222e-01,6.450000000000000178e-01,9.639999999999999680e-01
